status,product_name,manufacturer,description
Enabled,VPN - Virtual Private Networking Appliance,CA Technologies - AppLogic Appliances,"VPN is a Virtual Private Networking appliance that operates in IPv4 and IPv6 networks, designed to provide secure and reliable tunnels for inter-grid communications as well as remote access to applications and appliances. VPN can also operate without using VPN tunnels, in which case it functions as a combined cleartext IN/OUT gateway. VPN may also be used to seamlessly interconnect IPv4 and IPv6 AppLogic grids. VPN is based on the OpenVPN, OpenSSH and Racoon open source software packages.
<br><br>
VPN has three basic modes of operation: server, client, and both.
When operating as a server, traffic received through the external interface is sent through the srv terminal. If VPN is using a tunnel, traffic from the tunnel established over the external interface is decrypted prior to being forrwarded through the srv terminal. In this mode of operation, VPN operates as a IN gateway with VPN tunnel support.
<br><br>
When operating as a client, traffic received through the clt terminal is sent forwarded through the external interface. If VPN is using a tunnel, traffic is encrypted prior to being sent through the tunnel established over the external interface. In this mode of operation, VPN operates as an OUT gateway with VPN tunnel support.
When operating as both a server and a client, both of the above traffic flows are supported providing for operation as a combined IN/OUT gateway.
<br><br>
VPN supports IPSec, shared secrets files, SSL certificates and ssh key files for authentication and encryption. A regular OpenVPN/OpenSSH client may be used on a remote workstation to connect to VPN, which in turn provides secure access to the internal components of an application running on AppLogic. The VPN appliance supports the generation of shared secrets files, SSL certificates and ssh keys.
<br><br>
In order to remotely access an AppLogic application over a secure VPN tunnel using VPN, the OpenVPN client-side software, or OpenSSH may be used on the client's machine (or some other compatible software).
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/CatGatewayVpn.html"" target=""_blank"">VPN - Virtual Private Networking Appliance Documentation</a>
<br><br>"
Enabled,MON - Application monitoring appliance,CA Technologies - AppLogic Appliances,"MON is an application monitoring appliance which collects performance and resource usage statistics (i.e., counters) from other appliances within an application. Appliances report their counters to MON through the mon terminal.<br><br>
MON provides a visual interface via a web browser to access and view the appliance counters. Through the visual interface, the user creates views containing one or more graphs. Each graph displays one or more appliance counters. The visual interface is accessible through the following:<br><br>
the AppLogic GUI<br><br>
a ""Monitor"" button at the bottom of the Applications tab of the Dasboard<br><br>
a monitor icon in the toolbar of the Application Editor
through a gateway (i.e., IN or INSSL gateway) connected to the web terminal of MON<br><br>
 Please see the Monitor Reference for additonal details on accessing and using the visual interface.<br><br>
MON also supports background monitoring of appliance counters. All counters in a single view, as specified by the alarm_view property, are monitored in the background by MON. Whenever one of these counters falls below or exceeds a specified threshold, MON generates an alarm to the AppLogic Grid Controller, which posts a message to the dashboard. A browser to MON's visual interface does not have to be open in order for MON to monitor the appliance counters in the background.<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatMonitoringMon.html"" target=""_blank"">MON: Application Monitoring Appliance Documentation</a>
<br><br>"
Enabled,LUX5 - Generic Linux Appliance,CA Technologies - AppLogic Appliances,"LUX5 is a generic Linux-based appliance that can be used as a template for making new appliances.<br><br>
The LUX5 server appliance is designed to be used in two ways:<br><br>
As a customized appliance, by branching the LUX5 class to a singleton and modifying the class volume appropriately<br><br>
As a template for building other appliances, by using it as a base to create new application-specific or global catalog classes.
<br><br>
If you need GCC and the ability to build software from source on the appliance, consider using the LINUX5 generic server appliance template instead of LUX.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatGenericLux.html"" target=""_blank"">LUX5, LUX64 - Gener<br><br>"
Enabled,INSSL - HTTP gateway with SSL support,CA Technologies - AppLogic Appliances,"The INSSL appliance is a layer-7 gateway for secure HTTP requests. It converts the requests to unencoded HTTP requests. This can be used whenever it is necessary to support secure HTTP on the client's side, but the back-end processing infrastructure does not or cannot support SSL, including:<br><br>
using a fast and light-weight HTTP server that does not have SSL support<br><br>
using multiple back-end servers, for performance or for redundancy, connected through a load-balancing switch<br><br>
using multiple back-end servers for unrelated functions, connected through a URL switch<br><br>
offloading the SSL encryption/decryption to a separate server to improve throughput<br><br>
INSSL provides a firewalled entry point for network traffic into an AppLogic application, which can be configured with an Internet-accessible static IP address.<br><br>
To support applications that need to appear at a single IP address for more than one service, SSL can be configured to direct non-HTTP traffic transparently to a separate output terminal. For such connections, the appliance acts as a layer-3 firewall/NAT router.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatGatewayINSSL.html"" target=""_blank"">INSSL - HTTP Gateway with SSL support Documentation</a>
<br><br>"
Enabled,MYSQL64 - MySQL 64-bit database appliance,CA Technologies - AppLogic Appliances,"MYSQL is a database appliance based on the MySQL database engine (http://www.mysql.org). It provides an easy way to add a database to any application.<br><br>
MYSQL stores the database on an application-defined volume that can be configured on each MYSQL instance. MYSQL automatically creates an empty database when it starts on an empty volume.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatDatabaseAppliancesMYSQLR.html"" target=""_blank"">MYSQLR, MYSQLR64 - MySQL Database Appliance Suitable for Replication Documentation</a>
<br><br>"
Enabled,PGSQL64 - PostgreSQL database appliance,CA Technologies - AppLogic Appliances,"PGSQL is not available in AppLogic 2.8+; please use PGSQL64 instead.<br><br>
PGSQL is a database appliance based on the PostgreSQLdatabase engine (http://www.postgresql.org). It provides an easy way to add a database to any application. PGSQL is an enterprise-style database appliance that supports many features that are currently not supported by the MYSQLx appliances. Some of these features include stored procedures, triggers, views and user-defined data types.
<br><br>
PGSQL stores the database on an application-defined volume that can be configured on each PGSQL instance. PGSQL optionally creates an empty database when it starts on an empty volume. The PGSQL database volume cannot be shared among multiple PGSQL instances (one database volume per PGSQL instance).
<br><br>
PGSQL clients access the configured database through the in terminal. The database requests are processed and completed back through the same terminal. PGSQL allows any valid Postgres user to access the database through the in terminal (the appliance has one preconfigured superuser role: standard 'postgres'). PGSQL can be configured with the maximum number of concurrent connections supported through in.
<br><br>
PGSQL also has the ability to maintain a database log accessible through the log terminal. The log is useful for tracking database information and error logging. The log path, name, age and contents are configurable. In addition, various database statistics and debugging information may also be enabled to help with profiling database access patterns and diagnosing problems/errors.
<br><br>
PGSQL is typically used for either general purpose web database applications (small databases with a large number of users who execute simple queries) or decision-support databases (large databases with a small number of users who execute complex queries).
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatDatabaseAppliancesPGSQL64.html"" target=""_blank"">PGSQL64 - PostgreSQL Database Appliance Documentation</a>
<br><br>"
Enabled,WEB4 - Web server appliance,CA Technologies - AppLogic Appliances,"WEB4 is not available in AppLogic 2.8+; please use WEB5 or WEB64 instead.<br><br>
WEB is a web server appliance based on the Apache open-source web server software (see http://httpd.apache.org).<br><br>
WEB serves static web content and executes scripts from a user-configurable read-only content volume. The paths to the documents and scripts are configurable, so that the same volume can be shared between multiple web servers and/or other appliances serving different content.<br><br>
WEB has three generic output terminals intended for accessing external services from scripts on the content volume. The db terminal is for accessing a MySQL database; the fs terminal is for accessing shared file storage (using NFS); and the aux terminal is for any auxiliary access (e.g., sending e-mail messages to a SMTP server).<br><br>
The log terminal can be used to connect WEB to a shared file system on which WEB can store its logs.<br><br>
The configuration of the web server is provided through properties. The properties are designed to cover the most uses in an easy-to-configure way and in most cases only a few need to be set to non-default values. Advanced configurations can be achieved through include files in the Apache configuration format, coming from the content volume. Access and options to content and script files can be further specialized through .htaccess files in the content directories.<br><br>
If the features provided by the WEB appliance do not meet your needs, please contact our Technical Support to discuss the possible options. We may be able to extend the catalog by providing appliances that cover your needs.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatWebserversWebx4.html"" target=""_blank"">WEBx4 - Scalable Web Server Appliance Documentation</a>
<br><br>"
Enabled,MYSQLR - MySQL Database Appliance Suitable for Replication,CA Technologies - AppLogic Appliances,"MYSQLR is a database appliance based on the MySQL database engine (http://www.mysql.org). It provides an easy way to add a database to any application. The appliances can also be used in complex MYSQL replication scenarios. The appliances are based on MYSQL5 (CentOS 5.5/MySQL 5) but also handle database replication.
<br><br>
Database replication enables data from one MySQL database server (known as master) to be replicated to one or more MySQL database servers (known as slaves). The MYSQLR64 appliances can be setup for master-slave as well as master-master replication and replication with more than two masters.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatDatabaseAppliancesMYSQLR.html"" target=""_blank"">MYSQLR, MYSQLR64 - MySQL Database Appliance Suitable for Replication Documentation</a>
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>"
Enabled,TOMCAT64 - Tomcat Application Servers,CA Technologies - AppLogic Appliances,"TOMCAT is web server appliance based on the Sun Java machine and Apache Tomcat, a Java Servlet and Java Server Pages container developed under the Apache License. The main documentation for Tomcat is at tomcat.apache.org. Tomcat provides standards-compliant support for Servlets and JSPs. Tomcat can work as standalone web server or as application server.
<br><br>
TOMCAT serves static web content, automatically deploys web applications, executes servlets and Java Server Pages from a user-configurable content volume. The paths to the documents are configurable, so that the same volume can be shared between multiple web servers and/or other appliances serving different content.
<br><br>
TOMCAT serves HTTP/1.1 and HTTP/1.0 protocol for web clients and AJP 1.3 for requests from front end servers (ex. Apache with mod_proxy_ajp).
<br><br>
Like WEBx servers, TOMCAT has three generic output terminals intended for accessing external services from scripts on the content volume. The db terminal is used for accessing a various databases; the fs terminal is used for accessing shared file storage (using NFS); and the aux terminal is created for sending e-mail messages to an SMTP server.
<br><br>
The log terminal should be used to connect TOMCAT to a shared file system where TOMCAT can store log files.
<br><br>
Configuration of the server is defined using various properties. These properties are designed to cover the most usage variants in an easy-to-configure way and in most cases only a few need to be set to a non-default values.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatDatabaseAppliancesMYSQLR.html"" target=""_blank"">TOMCAT, TOMCAT64: Application Servers Documentation</a>
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
"
Enabled,LINUX64 - Generic Linux Servers,CA Technologies - AppLogic Appliances,"LINUX5 and LINUX64 are general server appliances. They may be branched to make new server appliances: singletons or server classes.
<br><BR>
Each one includes a reasonably complete installation of its OS, including the GCC compiler if available. This allows installing and building software on the branched appliances.
<br><BR>
The generic server appliances are designed to be used in two ways:
<br><BR>
As a customized server, by branching the base class to form singleton and modifying its class volume appropriately.
<br><BR>
As a template for building other server appliances, by using it as a base to create new application-specific or global catalog classes.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatGenericLinux.html"" target=""_blank"">LINUX5, LINUX64: Generic Linux Servers Documentation</a>
<br><br>"
Enabled,LUX64 - Generic Linux Appliance,CA Technologies - AppLogic Appliances,"LUX64 is a generic Linux-based appliance that can be used as a template for making new appliances.<br><br>
The LUX64 server appliance is designed to be used in two ways:<br><br>
As a customized appliance, by branching the LUX64 class to a singleton and modifying the class volume appropriately<br><br>
As a template for building other appliances, by using it as a base to create new application-specific or global catalog classes.
<br><br>
If you need GCC and the ability to build software from source on the appliance, consider using the LINUX64 generic server appliance template instead of LUX.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatGenericLux.html"" target=""_blank"">LUX5, LUX64 - Generic Linux Appliance Documentation</a>
<br><br>"
Enabled,ROR - Ruby-on-Rails Application Server,CA Technologies - AppLogic Appliances,"ROR is a web server appliance based on the Ruby and Ruby-on-Rails web framework. The main documentation for Ruby-on-Rails is at http://wiki.rubyonrails.org. Ruby-on-rails lets you write beautiful code by favoring convention over configuration. Ruby-on-rails can work as standalone web server or as application server.
<br><br>
ROR serves static web content and automatically deploys web applications from a user-configurable content volume. The paths to the documents are configurable, so that the same volume can be shared between multiple web servers and/or other appliances serving different content.
<br><br>
ROR can operate in two different modes: Apache/mod_passenger or Apache/mongrel_cluster. Both Rails back-ends have their own advantages, thus, Phusion Passenger provides extremely high performance for Rails applications and hot re-deploy feature, but Mongrel has a time-proven production stability in his favor.
<br><br>
Like WEBx servers, ROR has three generic output terminals intended for accessing external services from scripts on the content volume. The db terminal is used for accessing a various databases; the fs terminal is used for accessing shared file storage (using NFS); and the aux terminal is created for sending e-mail messages to an SMTP server.
<br><br>
The log terminal should be used to connect ROR to a shared file system where ROR can store log files.
<br><br>
Configuration of the server is defined using various properties. These properties are designed to cover the most usage variants in an easy-to-configure way and in most cases only a few need to be set to a non-default values.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatApplicationServersROR.html"" target=""_blank"">ROR - Ruby-on-Rails Application Server Documentation</a>
<br><br>"
Enabled,JBOSS64 - JBoss Application Server,CA Technologies - AppLogic Appliances,"JBOSS is an application server appliance based on open source JBoss. JBOSS supports two separate versions of JBoss software:
<br><br>
JBoss AS 4.2.3: a Java EE 1.4 application server with embedded Apache Tomcat 6 and Enterprise JavaBeans 3.0 deployed by default
JBoss AS 5.1.0: a Java EE 1.5 application server built on top of a new JBoss microcontainer.<br><br>
JBOSS supports a number of advanced technologies and features:
<br><br>
Clustering<br>
Load balancing and Failover (including sessions)<br>
JSP/Servlet 2.1/2.5 (Tomcat)<br>
Enterprise Java Beans version 3 and 2.1<br>
JNDI (Java Naming and Directory Interface)<br>
Hibernate-integration (for persistence programming; JPA)<br>
Support for Java EE-Web Services like JAX-RPC (Java API for XML for Remote Procedure Call)<br>
SAAJ (SOAP with Attachments API for Java)<br>
JMS (Java Message Service) integration<br>
JBOSS automatically deploys web applications from either a locally mounted content volume or a network filesystem accessible through the fs terminal. Several pre-configured execution environments, derived from the standard JBoss configurations, are available. The path to the application documents is configurable, so that the same volume can be shared between multiple web servers and other appliances serving different content.
<br><br>
JBOSS has three generic output terminals intended for accessing external services: The db terminal is for accessing various databases; the fs terminal is for accessing shared file storage (using NFS); and the aux terminal is for sending e-mail messages to an SMTP server.
<br><br>
The log terminal can be used to connect JBOSS to a shared file system on which JBOSS can store log files.
<br><br>
The configuration of the server is provided through properties. These properties are designed to cover most uses in an easy-to-configure way and in most cases only a few need to be set to non-default values.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatApplicationServersJBOSS.html"" target=""_blank"">JBOSS, JBOSS64: JBoss Application Server Documentation</a>
<br><br>"
Enabled,JBOSS - JBoss Application Server,CA Technologies - AppLogic Appliances,"JBOSS is an application server appliance based on open source JBoss. JBOSS supports two separate versions of JBoss software:
<br><br>
JBoss AS 4.2.3: a Java EE 1.4 application server with embedded Apache Tomcat 6 and Enterprise JavaBeans 3.0 deployed by default
JBoss AS 5.1.0: a Java EE 1.5 application server built on top of a new JBoss microcontainer.<br><br>
JBOSS supports a number of advanced technologies and features:
<br><br>
Clustering<br>
Load balancing and Failover (including sessions)<br>
JSP/Servlet 2.1/2.5 (Tomcat)<br>
Enterprise Java Beans version 3 and 2.1<br>
JNDI (Java Naming and Directory Interface)<br>
Hibernate-integration (for persistence programming; JPA)<br>
Support for Java EE-Web Services like JAX-RPC (Java API for XML for Remote Procedure Call)<br>
SAAJ (SOAP with Attachments API for Java)<br>
JMS (Java Message Service) integration<br>
JBOSS automatically deploys web applications from either a locally mounted content volume or a network filesystem accessible through the fs terminal. Several pre-configured execution environments, derived from the standard JBoss configurations, are available. The path to the application documents is configurable, so that the same volume can be shared between multiple web servers and other appliances serving different content.
<br><br>
JBOSS has three generic output terminals intended for accessing external services: The db terminal is for accessing various databases; the fs terminal is for accessing shared file storage (using NFS); and the aux terminal is for sending e-mail messages to an SMTP server.
<br><br>
The log terminal can be used to connect JBOSS to a shared file system on which JBOSS can store log files.
<br><br>
The configuration of the server is provided through properties. These properties are designed to cover most uses in an easy-to-configure way and in most cases only a few need to be set to non-default values.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatApplicationServersJBOSS.html"" target=""_blank"">JBOSS, JBOSS64: JBoss Application Server Documentation</a>
<br><br>"
Enabled,MTA - Mail Transport Agent,CA Technologies - AppLogic Appliances,"MTA is a fast and secure mail appliance, based on Postfix MTA Server.
<br><br>
MTA has three generic output terminals intended for accessing external mail relays, remote storage and monitoring services. The net terminal is used to send e-mail messages to other MXes or to a Smart SMTP host. The log terminal can be used to connect MTA to a shared file system on which MTA can store its logs. The fs terminal is for accessing shared file storage (using NFS). The mon terminal is used for monitoring and statistics.
<br><br>
The configuration of MTA is provided through properties. The properties are designed to cover most uses in an easily configurable way. Typically, only a few need to be set to non-default values.
<br><br>
If the features provided by the MTA appliance do not meet your needs, contact our TechnicalSupport to discuss the possible options. We may be able to extend the catalog by providing appliances that cover your needs.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatMiscMta.html"" target=""_blank"">MTA - Mail Transport Agent Documentation</a>
<br><br>"
Enabled,ORACLE - ORACLE Database Appliance,CA Technologies - AppLogic Appliances,"ORACLE is a database appliance based on the Oracle Database Server 10g R2 Express Edition (http://www.oracle.com/technetwork/database/express-edition/overview/index.html). It provides an easy way to add a database to any application. ORACLE is an entry-level, small-footprint database that's free to develop, deploy, and distribute; and simple to administer. Oracle Database XE is a great starter database for:
<br><br>
Developers working on PHP, Java, .NET, XML, and Open Source applications<br>
DBAs who need a free, starter database for training and deployment<br>
Independent Software Vendors (ISVs) and hardware vendors who want a starter database to distribute free of charge<br>
Educational institutions and students who need a free database for their curriculum<br>
With Oracle Database XE, you can now develop and deploy applications with a powerful, proven, industry-leading infrastructure, and then upgrade when necessary without costly and complex migrations.
<br><br>
ORACLE stores the database on an application-defined volume that can be configured on each ORACLE instance. ORACLE creates an empty database instance when it starts on an empty volume. The ORACLE database volume cannot be shared among multiple ORACLE instances (one database volume per ORACLE instance).
<br><br>
ORALCE clients access the configured database through the in terminal. The database requests are processed and completed back through the same terminal. ORACLE allows any valid Oracle user to access the database through the in terminal (the appliance has two preconfigured superuser roles: standard 'SYSTEM' and 'SYS'). ORACLE can be configured with the maximum number of concurrent connections supported through in.
<br><br>
ORACLE also has the ability to maintain a database log accessible through the log terminal. The log is useful for tracking database information and error logging. In addition, various database statistics and debugging information may also be enabled to help with profiling database access patterns and diagnosing problems/errors.
<br><br>
Note: This appliance is distributed with AppLogic 3.0 and is not distributed from Cloud Commons Marketplace at this time.
<br><br>
<a href=""http://doc.3tera.com/AppLogic30/en/Catalog_Ref/index.htm?toc.htm?CatDatabaseAppliancesORACLE.html"" target=""_blank"">ORACLE: ORACLE Database Appliance Documentation</a>
<br><br>"
Enabled,Cloud Control Panel (CCP) 3.0,DNS Europe,"<p>Enhance the Cloud Service design, management and end-user control capabilities of your AppLogic infrastructure with our Cloud Control Panel (CCP) for CA AppLogic v3.x.  Building and managing cloud infrastructure and applications is something that CA AppLogic excels at.</p>
<p>Now, with our CCP app, any CA AppLogic deployment can benefit from extended end-user control of templated Cloud Services including automated provisioning, on-demand resource changes and access to consumed resource data history – all through a simple web-based UI.</p>
<p>Working with any application template built on AppLogic, the CCP provides Service Designers with the control to decide exactly how a Cloud Service is experienced by the end-user, including what permissions they have to control each component of the application infrastructure.</p>
<p>The CCP includes both Ordering & Metering API features to allow you to integrate with external service management and billing systems.</p>
<p>Note: The CCP application uses a built-in Oracle XE database appliance that is limited to 4GB of database storage, 1 (physical) CPU & 1GB RAM. For alternative Oracle licensing options, including unlimited size Embedded Standard Edition One, please contact DNS Europe.</p>"
Enabled,VENE Legal Matter Management,Acolyst,"<p>Acolyst VENE Legal Matter Management application is for legal corporate and government professionals needing a tool to allow for collaboration, managing matter status and related objects, sharing notes, documents, assigning tasks, creating appointments, scheduling alerts and notification, workflow and approvals, and so much more.</p>
<p>The objects revolve and relate to the Matter object record. For example, Tasks, Appointments, Documents, Emails, and Contacts are associated to a Matter project.</p>"
Enabled,"CorePLUS MSOffice, Exchange and Adobe Reader PaaS ","CPW Group, Inc., dba CorePLUS T","<p><strong>Challenge:</strong></p>
<p>Making cloud the answer for a business’s IT environment, requires more than the infrastructure. The infrastructure (IaaS) is the first step and the enabler for cloud services. The next step is the delivery of applications and that is more than silo application hosting. Organizations have multiple applications and devices, various user requirements and IT support to contend with.</p>
<p>After the cloud infrastructure is decided upon, organizations are looking for the answer to “now what?”</p>
<p><strong>Opportunity: </strong></p>
<p>CorePLUS answers the question by providing a congruent service from its cloud management service platform to any device and gives organizations the ability to operate and manage their entire cloud IT environment.</p>
<p>As an agnostic application delivery platform for SaaS applications and for a predictable monthly price per user, Customer’s simply log in and begin using CoreDesk with any windows, web-based, or multi-tier application delivered as a turnkey on demand service, available from anywhere and on any device. The cloud management solution that enables this service is a technology developed by CorePLUS called the CoreEngine (PaaS) that becomes the administration, deployment, provisioning, integration, and management of applications, devices and services.</p>
<p><strong>Benefits:</strong></p>
<p>CorePLUS’s solution eliminates the dependence on client-side equipment, software, and helpdesk personnel. CorePLUS essentially replaces the mundane tasks of an in-house IT department, freeing up staff for more important managerial and strategic IT roles.</p>
<p>CorePLUS is dedicated to providing all of the capabilities of a Fortune 500 IT department to users of all sizes as a utility-style pay-only-for-what-you-use service model.</p>
<p>For a predictable monthly price per user, users simply log in to the CoreGrid Infrastructure and begin using the CoreDesk centralized desktop from any device.</p>
<p>CorePLUS is built upon a secure and instantly scalable grid infrastructure based CA’s 3Tera AppLogic. A client’s technical systems and information runs within a secure environment and the data is 100% secure. CorePLUS manages all security, virus prevention, and spam filtering. No more having to worry about repairing a crashed hard drive or virus infected system, needing to restore from a backup or worrying about protecting a company’s data from intruders; CorePLUS handles it all.</p>
<p>CorePLUS enables businesses to “future-proof” their IT environment, while delivering applications directly to their employees from any location to any device. The CorePLUS platform allows businesses to centralize the administration, management, provisioning, development, and integration of applications and services in a private cloud environment.</p>"
Enabled,Cloud Workshop - Fast Track Analysis,The Armada Group T,"<p>Cloud architectures and technologies (public and private) have reached a tipping point in maturity that every enterprise needs to consider the value for implementation. The key questions are:</p>
<ul>
<li>What I should move & NOT move to the cloud? </li>
<li>How do I move to the cloud?</li>
<li>What should I do first?</li>
</ul>
<p> </p>
<p>The Fast Track Workshop answers these questions and puts you on a path to actionable projects that deliver measurable business value. We combine customer’s knowledge of business, infrastructure and operation with experiences of Armada consultants, a knowledgebase of architecture patterns and vendor/provider solution profiles.</p>
<p> </p>
<p><strong>Value Chain</strong></p>
<p>The resulting solutions are focused on delivering value because the Workshop follows a value-chain that links business drivers directly to a solution and execution framework.</p>
<p><strong><em>Drivers</em></strong> - the pain points, needs, objectives and desired benefits for change that determine the highest priority needs of the organization. </p>
<p><strong><em>IT Impacts</em></strong> - The IT initiatives that need to occur and how are they prioritized.</p>
<p><strong><em>Capability</em></strong> - the knowledge, skills and resources the organization has to complete these initiatives</p>
<p><strong><em>Execution Framework</em></strong><strong> </strong>– comes from comparing prioritized initiatives and capabilities.</p>
<p><strong>Analysis Framework</strong></p>
<p>Armada's ""Cloud Evaluation Framework (CEF)"" is a collection of tools and methods that defines all aspects of an architectural change. It gathers information designed to answer the detailed questions before deploying an application to a public cloud.  The CEF is also a critical input to the development of private cloud architecture.</p>
<p>The framework covers six major categories.</p>
<p><strong><em>Workload</em></strong></p>
<p>A profile of the usage & performance of the application over a period of time. It is a technical representation of the business demand/drivers for IT resources.</p>
<p><strong><em>Architecture</em></strong></p>
<p>A analysis of the design of the infrastructure and applications to determine to identify if you can technically take advantage of cloud architecture, and/or how much work would be needed to achieve the value.</p>
<p><strong><em>Financial</em></strong></p>
<p>The entire cost and benefit analysis for the application from current state to target end-state.  The financial model considers:</p>
<ul>
<li>Initial Investment</li>
<li>Operating costs</li>
<li>Opportunity cost </li>
<li>Cost avoidance</li>
<li>Cost of features you are getting from the new architecture (and paying for) that you do not need.</li>
</ul>
<p><strong><em>Risk</em></strong></p>
<p>The key areas you need to provision for in adopting the new architecture;</p>
<ul>
<li>Contractual</li>
<li>Business</li>
<li>Technical</li>
<li>Implementation</li>
<li>Resource</li>
<li>Organizational</li>
<li>External</li>
</ul>
<p><strong><em>Operations </em></strong></p>
<p>What are the impacts on the people, process and tools used to deliver IT services. Some key areas include;</p>
<ul>
<li>Deployment, Testing, Change Management</li>
<li>Capacity Management, Performance</li>
<li>Tools Integration, Automation</li>
<li>Availability, Business Continuity, Architecture</li>
</ul>
<p><strong><em>Security </em></strong></p>
<p>The requirements of the application and the data it uses - the most closely scrutinized aspect of cloud today.</p>
<p>Primary topics include;</p>
<ul>
<li>Jurisdiction</li>
<li>Compliance/Certification (FISMA, DIACAP , HIPAA, HITECH or PCI to GLBA etc..)</li>
<li>Privacy</li>
<li>Regulation</li>
<li>Design/Architecture</li>
</ul>
<p> </p>
<p><strong>Duration</strong></p>
<p>Each workshop is customized to meet deliver the maximum value to each customer’s business requirement. It is an intensive, interactive working session that leverages the knowledge of customer’s staff and consultant’s experience.</p>
<p>In additional to the value chain, a typical workshop includes topics like:</p>
<ul>
<li>What is the value of the Cloud?</li>
<li>Cloud Market Analysis </li>
<li>Common Architectural Patterns</li>
<li>How to Calculate ROI/Business Case</li>
</ul>
<p> </p>
<p><strong>Snapshot</strong></p>
<p>In preparation for each workshop an online conference is schedule to understand the customer’s environment. A customer can choose to participate in this call and receive a Snapshot Report at no cost. The Snapshot Report includes a brief analysis of how cloud architectures can deliver benefit for a customers specific business drivers.</p>"
